Timestamp;Server;Groups;PingStatus;Latency;Jitter;Loss;Port53;Port853;Version;Recursion;EDNS;Cookie;DNSSEC;DoH;TLS
2026-02-01 09:37:02;192.203.230.10;ROOT_SERVERS;OK;11.685;0.434;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:37:26;198.41.0.4;ROOT_SERVERS;SLOW;159.015;2.496;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:37:35;208.67.220.220;OPENDNS;OK;26.374;1.872;0;OPEN;OPEN;HIDDEN;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:37:45;8.8.4.4;GOOGLE;OK;26.648;2.350;0;OPEN;OPEN;HIDDEN;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:37:57;1.1.1.1;CLOUDFLARE;OK;12.188;1.393;0;OPEN;OPEN;HIDDEN;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:38:23;198.97.190.53;ROOT_SERVERS;OK;52.949;1.142;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:38:47;192.36.148.17;ROOT_SERVERS;SLOW;180.630;2.097;0;OPEN;CLOSED;REVEALED;CLOSED;OK;OK;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:38:56;9.9.9.9;QUAD9;OK;11.658;0.884;0;OPEN;OPEN;REVEALED;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:39:27;192.112.36.4;ROOT_SERVERS;DOWN;0;0;100;OPEN;CLOSED;HIDDEN;CLOSED;OK;OK;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:39:36;8.8.8.8;GOOGLE;OK;30.798;1.524;0;OPEN;OPEN;HIDDEN;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:40:00;192.58.128.30;ROOT_SERVERS;SLOW;151.758;2.216;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:40:11;199.9.14.201;ROOT_SERVERS;SLOW;178.996;1.610;0;OPEN;OPEN;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;OK
2026-02-01 09:40:38;193.0.14.129;ROOT_SERVERS;SLOW;219.804;0.952;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:41:07;192.5.5.241;ROOT_SERVERS;OK;14.193;1.903;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:41:17;208.67.222.222;OPENDNS;OK;28.727;0.997;0;OPEN;OPEN;HIDDEN;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:41:39;202.12.27.33;ROOT_SERVERS;OK;38.520;4.614;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:43:19;199.7.83.42;ROOT_SERVERS;DOWN;0;0;100;CLOSED;CLOSED;HIDDEN;UNKNOWN;UNSUPP;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:43:46;199.7.91.13;ROOT_SERVERS;OK;149.589;2.140;0;OPEN;CLOSED;REVEALED;CLOSED;OK;UNSUPP;UNSUPP;UNSUPP;UNSUPP
2026-02-01 09:43:58;1.0.0.1;CLOUDFLARE;OK;11.615;0.878;0;OPEN;OPEN;HIDDEN;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:44:07;149.112.112.112;QUAD9;OK;12.911;1.872;0;OPEN;OPEN;REVEALED;OPEN;OK;UNSUPP;OK;OK;OK
2026-02-01 09:44:34;192.33.4.12;ROOT_SERVERS;OK;137.849;1.779;0;OPEN;CLOSED;REVEALED;CLOSED;OK;OK;UNSUPP;UNSUPP;UNSUPP
