Timestamp;Domain;Type;Group;Server;Status;Latency;Answer_Snippet
2026-02-01 09:45:32;google.com;A;GOOGLE;8.8.8.8;NOERROR;35;142.251.132.238
2026-02-01 09:45:32;google.com;A;GOOGLE;8.8.4.4;NOERROR;39;142.251.132.238
2026-02-01 09:45:32;google.com;A;CLOUDFLARE;1.1.1.1;NOERROR;11;172.217.30.46
2026-02-01 09:45:32;google.com;A;CLOUDFLARE;1.0.0.1;NOERROR;15;172.217.30.46
2026-02-01 09:45:33;google.com;AAAA;GOOGLE;8.8.8.8;NOERROR;35;2800:3f0:4004:811::200e
2026-02-01 09:45:33;google.com;AAAA;GOOGLE;8.8.4.4;NOERROR;43;2800:3f0:4004:811::200e
2026-02-01 09:45:33;google.com;AAAA;CLOUDFLARE;1.1.1.1;NOERROR;15;2800:3f0:4001:83b::200e
2026-02-01 09:45:33;google.com;AAAA;CLOUDFLARE;1.0.0.1;NOERROR;15;2800:3f0:4001:807::200e
2026-02-01 09:45:33;google.com;TXT;GOOGLE;8.8.8.8;NOERROR;95;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-01 09:45:34;google.com;TXT;GOOGLE;8.8.4.4;NOERROR;95;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-01 09:45:34;google.com;TXT;CLOUDFLARE;1.1.1.1;NOERROR;99;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-01 09:45:34;google.com;TXT;CLOUDFLARE;1.0.0.1;NOERROR;15;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-01 09:45:34;www.google.com;A;GOOGLE;8.8.8.8;NOERROR;35;172.217.162.196
2026-02-01 09:45:34;www.google.com;A;GOOGLE;8.8.4.4;NOERROR;35;142.250.78.164
2026-02-01 09:45:34;www.google.com;A;CLOUDFLARE;1.1.1.1;NOERROR;15;142.250.219.228
2026-02-01 09:45:35;www.google.com;A;CLOUDFLARE;1.0.0.1;NOERROR;15;142.250.219.228
2026-02-01 09:45:35;www.google.com;AAAA;GOOGLE;8.8.8.8;NOERROR;35;2800:3f0:4004:816::2004
2026-02-01 09:45:35;www.google.com;AAAA;GOOGLE;8.8.4.4;NOERROR;31;2800:3f0:4004:80f::2004
